marketplace,categoria,titulo,ranking_venda,preco,link_produto,link_imagem_produto,data_extracao
Mercado Livre,Ferramentas,Parafusadeira Furadeira De Impacto Profissional 21v Modelo TB-21PX 2 Baterias Com Maleta The Black Tools 110/220V 60Hz Amarelo,1,259,https://www.mercadolivre.com.br/parafusadeira-furadeira-de-impacto-profissional-21v-modelo-tb-21px-2-baterias-com-maleta-the-black-tools-110220v-60hz-amarelo/p/MLB30144703#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097519-2ace-11f0-896c-ef58f407f176&c_element_id=83097519-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_690892-MLU79387089509_092024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Lavadora De Alta Pressão Kärcher Compacta 1500psi 1400w Cor Amarelo 110V,2,349,https://www.mercadolivre.com.br/lavadora-de-alta-presso-krcher-compacta-1500psi-1400w-cor-amarelo-110v/p/MLB25264428#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=2&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309751a-2ace-11f0-896c-ef58f407f176&c_element_id=8309751a-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_777504-MLU72700073101_112023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Lavadora De Alta Pressão 1400w 1300psi 300l/h Wap Ágil 1800 127V,3,359,https://www.mercadolivre.com.br/lavadora-de-alta-presso-1400w-1300psi-300lh-wap-agil-1800-127v/p/MLB15296535#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=3&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309751b-2ace-11f0-896c-ef58f407f176&c_element_id=8309751b-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_750014-MLU72857146914_112023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Parafusadeira e Furadeira de Impacto WAP WF 700FE Mandril de 3/8'' 700W Cinza e Amarela 110V,4,134,https://www.mercadolivre.com.br/parafusadeira-e-furadeira-de-impacto-wap-wf-700fe-mandril-de-38-700w-cinza-e-amarela-110v/p/MLB36576672#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=4&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309751c-2ace-11f0-896c-ef58f407f176&c_element_id=8309751c-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_928022-MLA82087204110_022025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Parafusadeira Furadeira The Black Tools TB12A 3/8 Bivolt a Bateria 12v Cor Amarelo Frequência 60Hz,5,109,https://www.mercadolivre.com.br/parafusadeira-furadeira-the-black-tools-tb12a-38-bivolt-a-bateria-12v-cor-amarelo-frequncia-60hz/p/MLB24076624#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=5&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309751d-2ace-11f0-896c-ef58f407f176&c_element_id=8309751d-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_628836-MLU77146899936_062024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Furadeira Parafusadeira Sem Fio De 10mm Philco Ppf12m 12v + Acessório 110v/220v,6,189,https://www.mercadolivre.com.br/furadeira-parafusadeira-sem-fio-de-10mm-philco-ppf12m-12v-acessorio-110v220v/p/MLB37741420#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=6&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309751e-2ace-11f0-896c-ef58f407f176&c_element_id=8309751e-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_901610-MLU77335319929_062024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Soprador Térmico Vonder Profissional Stv150 500° Com 4 Bicos 220V,7,145,https://www.mercadolivre.com.br/soprador-termico-vonder-profissional-stv150-500-com-4-bicos-220v/p/MLB22630625#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=7&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309751f-2ace-11f0-896c-ef58f407f176&c_element_id=8309751f-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_842151-MLU76507370090_052024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Aparador De Grama Bipartido 1500w Gam1500bp - Garthen Cor Verde 127v,8,220,https://www.mercadolivre.com.br/aparador-de-grama-bipartido-1500w-gam1500bp-garthen-cor-verde-127v/p/MLB29263416#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=8&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097520-2ace-11f0-896c-ef58f407f176&c_element_id=83097520-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_977560-MLU78951100783_092024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Mini Compressor Digital Tippi Bomba De Encher Pneus Bola Portátil Para Motocicletas Carro Bicicleta Preto Com Calibrador 127/220V,9,50,https://www.mercadolivre.com.br/mini-compressor-digital-tippi-bomba-de-encher-pneus-bola-portatil-para-motocicletas-carro-bicicleta-preto-com-calibrador-127220v/p/MLB22341692#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097521-2ace-11f0-896c-ef58f407f176&c_element_id=83097521-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_891811-MLA84350213063_052025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Esmerilhadeira Lixadeira Angular 4.1/2 11000rpm 820w Tssaper Cor Azul-turquesa Frequência 60 Hz 220V,10,170,https://www.mercadolivre.com.br/esmerilhadeira-lixadeira-angular-412-11000rpm-820w-tssaper-cor-azul-turquesa-frequncia-60-hz-220v/p/MLB18621522#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097522-2ace-11f0-896c-ef58f407f176&c_element_id=83097522-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_834908-MLU72758454198_112023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Óculos De Solda Para Soldador C/ Escurecimento Automático Cor Preto Liso,11,34,https://www.mercadolivre.com.br/oculos-de-solda-para-soldador-c-escurecimento-automatico-cor-preto-liso/p/MLB28612697#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097523-2ace-11f0-896c-ef58f407f176&c_element_id=83097523-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_845549-MLU78252897852_082024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Serra Makita 4100nh3zx Mármore com 2 Discos Diámetro 110mm 1300W 220V,12,409,https://www.mercadolivre.com.br/serra-makita-4100nh3zx-marmore-com-2-discos-diametro-110mm-1300w-220v/p/MLB19802405#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097524-2ace-11f0-896c-ef58f407f176&c_element_id=83097524-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_707426-MLU72340464209_102023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Pistola De Pintura Profissional Automotiva Alta Pressão Hvlp Cor Azul,13,103,https://www.mercadolivre.com.br/pistola-de-pintura-profissional-automotiva-alta-presso-hvlp-cor-azul/p/MLB20351250#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097525-2ace-11f0-896c-ef58f407f176&c_element_id=83097525-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_747627-MLA79656588145_092024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Lavadora de Alta Pressão Wap Ousada Plus 2200 1500W 1750 PSI 220V,14,502,https://www.mercadolivre.com.br/lavadora-de-alta-presso-wap-ousada-plus-2200-1500w-1750-psi-220v/p/MLB15345687#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097526-2ace-11f0-896c-ef58f407f176&c_element_id=83097526-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_709403-MLU69826402627_062023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Esmerilhadeira Angular Lixadeira De Disco Corte Debaste 720w Frequência 60Hz Potente e Versátil Cor Laranja Ferramenta Profissional 220v Pró Euro,15,139,https://www.mercadolivre.com.br/esmerilhadeira-angular-lixadeira-de-disco-corte-debaste-720w-frequncia-60hz-potente-e-versatil-cor-laranja-ferramenta-profissional-220v-pro-euro/p/MLB17826639#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097527-2ace-11f0-896c-ef58f407f176&c_element_id=83097527-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_849154-MLA82453931526_022025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,"Furadeira E Parafusadeira Razi 3/8 10mm Sem Fio À Bateria 12v Bivolt Laranja - Com 22 Acessórios, Bits, Canhões e Extensor 110v/220v",16,78,https://www.mercadolivre.com.br/furadeira-e-parafusadeira-razi-38-10mm-sem-fio-bateria-12v-bivolt-laranja-com-22-acessorios-bits-canhoes-e-extensor-110v220v/p/MLB45897214#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097528-2ace-11f0-896c-ef58f407f176&c_element_id=83097528-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_827119-MLA82429500541_022025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Jogo De Soquete Aço Crv 1/4 Catraca Chave Allen C/ Maleta,17,39,https://produto.mercadolivre.com.br/MLB-2969444493-jogo-de-soquete-aco-crv-14-catraca-chave-allen-c-maleta-_JM#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097529-2ace-11f0-896c-ef58f407f176&c_element_id=83097529-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_916765-MLB79445925620_102024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Kit Jogo De Ferramentas Completo C/ Soquetes E Chaves TBT12940K The Black Tools,18,169,https://www.mercadolivre.com.br/kit-jogo-de-ferramentas-completo-c-soquetes-e-chaves-tbt12940k-the-black-tools/p/MLB28859007#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309752a-2ace-11f0-896c-ef58f407f176&c_element_id=8309752a-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_945202-MLU73994055236_012024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Parafusadeira e Furadeira a Bateria WAP BPF 12K3 12V Com Maleta Bivolt,19,173,https://www.mercadolivre.com.br/parafusadeira-e-furadeira-a-bateria-wap-bpf-12k3-12v-com-maleta-bivolt/p/MLB19141467#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309752b-2ace-11f0-896c-ef58f407f176&c_element_id=8309752b-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_617231-MLU77375358107_072024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Ferramentas,Esmerilhadeira Angular 4.1/2 850 Watts M9510b Makita,20,340,https://www.mercadolivre.com.br/esmerilhadeira-angular-412-850-watts-m9510b-makita/p/MLB18515604#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=ferramentas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309752c-2ace-11f0-896c-ef58f407f176&c_element_id=8309752c-2ace-11f0-896c-ef58f407f176&c_global_position=4,https://http2.mlstatic.com/D_Q_NP_762603-MLU72339972619_102023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Maquina Maquininha De Cortar Cabelo Barbeador Eletrico Aparador De Pelos Acabamento Dragão Buda Profissional Kamufla,1,17,https://www.mercadolivre.com.br/maquina-maquininha-de-cortar-cabelo-barbeador-eletrico-aparador-de-pelos-acabamento-drago-buda-profissional-kamufla/p/MLB35848144#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309752d-2ace-11f0-896c-ef58f407f176&c_element_id=8309752d-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_957227-MLA83385281702_042025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Papel Higiênico Supreme Folha Tripla Com 18 Rolos Neve,2,39,https://www.mercadolivre.com.br/papel-higinico-supreme-folha-tripla-com-18-rolos-neve/p/MLB16084471#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=2&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309752e-2ace-11f0-896c-ef58f407f176&c_element_id=8309752e-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_747829-MLU73187411233_122023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Garnier Hidratante Vitamina C Toque Seco 85g,3,33,https://www.mercadolivre.com.br/garnier-hidratante-vitamina-c-toque-seco-85g/p/MLB44895020#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=3&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309752f-2ace-11f0-896c-ef58f407f176&c_element_id=8309752f-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_828744-MLA81925003571_012025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Creme Hidratante Textura Cremosa 454g Cerave,4,93,https://www.mercadolivre.com.br/creme-hidratante-textura-cremosa-454g-cerave/p/MLB19309318#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=4&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097530-2ace-11f0-896c-ef58f407f176&c_element_id=83097530-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_832151-MLU69955905478_062023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Perfume Attracione Men by attracione 25 ml,5,124,https://www.mercadolivre.com.br/perfume-attracione-men-by-attracione-25-ml/p/MLB45617876#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=5&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097531-2ace-11f0-896c-ef58f407f176&c_element_id=83097531-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_693298-MLA82520087107_022025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Aparador de Pelos Philips OneBlade QP1424/10 na Cor Cinza chumbo - Bivolt,6,149,https://www.mercadolivre.com.br/aparador-de-pelos-philips-oneblade-qp142410-na-cor-cinza-chumbo-bivolt/p/MLB23166972#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=6&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097532-2ace-11f0-896c-ef58f407f176&c_element_id=83097532-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_636231-MLU77149869466_062024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Prancha Lizze Chapinha Extreme Profissional 480ºf Salão Cor Cinza,7,439,https://www.mercadolivre.com.br/prancha-lizze-chapinha-extreme-profissional-480f-salo-cor-cinza/p/MLB24027627#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=7&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097533-2ace-11f0-896c-ef58f407f176&c_element_id=83097533-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_612883-MLU72566257512_112023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Secador De Cabelo Taiff Style Potente Silencioso Cor Preto 220V,8,239,https://www.mercadolivre.com.br/secador-de-cabelo-taiff-style-potente-silencioso-cor-preto-220v/p/MLB18920579#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=8&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097534-2ace-11f0-896c-ef58f407f176&c_element_id=83097534-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_898237-MLA79254387792_092024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Tônico Poderoso Gold Spell 250ml Antiqueda E Preenche Falhas,9,137,https://www.mercadolivre.com.br/tnico-poderoso-gold-spell-250ml-antiqueda-e-preenche-falhas/p/MLB20554055#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097535-2ace-11f0-896c-ef58f407f176&c_element_id=83097535-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_995135-MLB52574887244_112022-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Óleo Finalizador Extraordinário Tratamento Sublime Nutrição 100ml Elseve,10,28,https://www.mercadolivre.com.br/oleo-finalizador-extraordinario-tratamento-sublime-nutrico-100ml-elseve/p/MLB26080271#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097536-2ace-11f0-896c-ef58f407f176&c_element_id=83097536-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_776682-MLA79787212071_102024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Aparador De Pelos Super Groom 10 Preto Azul Bg-03 Mondial,11,131,https://www.mercadolivre.com.br/aparador-de-pelos-super-groom-10-preto-azul-bg-03-mondial/p/MLB24001849#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097537-2ace-11f0-896c-ef58f407f176&c_element_id=83097537-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_873000-MLU72565299870_112023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Perfume Feminino La Vie Est Belle Lancôme EDP 100ml,12,621,https://www.mercadolivre.com.br/perfume-feminino-la-vie-est-belle-lancme-edp-100ml/p/MLB6140723#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097538-2ace-11f0-896c-ef58f407f176&c_element_id=83097538-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_859847-MLA83336468739_032025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Escova Secadora de Cabelos Philco Pes09bg 1300w 3 Temperaturas Bivolt Cor Branca e Dourada,13,155,https://www.mercadolivre.com.br/escova-secadora-de-cabelos-philco-pes09bg-1300w-3-temperaturas-bivolt-cor-branca-e-dourada/p/MLB23906615#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097539-2ace-11f0-896c-ef58f407f176&c_element_id=83097539-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_620430-MLU75210645934_032024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,"Glance Henna Cast Médio Henna Indiana P/ Sobrancelha 3,5g",14,39,https://www.mercadolivre.com.br/glance-henna-cast-medio-henna-indiana-p-sobrancelha-35g/p/MLB28817780#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309753a-2ace-11f0-896c-ef58f407f176&c_element_id=8309753a-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_640229-MLU73392755431_122023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Perfume árabe Lattafa Asad eau de parfum 100ml para Homens,15,165,https://www.mercadolivre.com.br/perfume-arabe-lattafa-asad-eau-de-parfum-100ml-para-homens/p/MLB19715215#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309753b-2ace-11f0-896c-ef58f407f176&c_element_id=8309753b-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_731318-MLA80354099955_102024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Blow Girl ORIGINAL Gel Aromatizante Beijável Para Virilha E Corpo Hot Flowers 320mL,16,30,https://www.mercadolivre.com.br/blow-girl-original-gel-aromatizante-beijavel-para-virilha-e-corpo-hot-flowers-320ml/p/MLB36504527#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309753c-2ace-11f0-896c-ef58f407f176&c_element_id=8309753c-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_815137-MLU75966146786_052024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Coala Home Odorizante De Ambiente E Tecidos Chá Branco 260ml,17,28,https://www.mercadolivre.com.br/coala-home-odorizante-de-ambiente-e-tecidos-cha-branco-260ml/p/MLB25263136#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309753d-2ace-11f0-896c-ef58f407f176&c_element_id=8309753d-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_720535-MLU74074107314_012024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Kit Sabonete Hidratante em Barra Dove 90g com 6 unidades,18,21,https://www.mercadolivre.com.br/kit-sabonete-hidratante-em-barra-dove-90g-com-6-unidades/p/MLB34238678#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309753e-2ace-11f0-896c-ef58f407f176&c_element_id=8309753e-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_987328-MLA74862377486_032024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Cetaphil Creme Hidratante 453g,19,75,https://www.mercadolivre.com.br/cetaphil-creme-hidratante-453g/p/MLB18390579#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309753f-2ace-11f0-896c-ef58f407f176&c_element_id=8309753f-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_690661-MLA79518713298_102024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Beleza e Cuidado Pessoal,Papel Higiênico Vip Folha Dupla Personal 30m Leve 12 Pague 11,20,16,https://www.mercadolivre.com.br/papel-higinico-vip-folha-dupla-personal-30m-leve-12-pague-11/p/MLB23561130#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=beleza-e-cuidado-pessoal&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097540-2ace-11f0-896c-ef58f407f176&c_element_id=83097540-2ace-11f0-896c-ef58f407f176&c_global_position=5,https://http2.mlstatic.com/D_Q_NP_641734-MLA80116937738_112024-P.webp,2025-05-06 20:04:50.205833
